manufacturer_name,model_name,target_group,target_type,priority_tier,status,source_hint,notes
Nottingham Analogue,"Ace Anna 12""","Ace Anna 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Nottingham; effective_length_raw=308.8; effective_length_source=calculated; mounting_distance_raw=294; mounting_distance_source=Nottingham website; workbook_notes=Have user check P>S distance. Nottingham figures not agreeing with mine.
Nottingham Analogue,"Ace Space 10""","Ace Space 10""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Nottingham; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Nottingham website; workbook_notes=Have user check P>S distance. Nottingham figures not agreeing with mine.
Nottingham Analogue,"Ace Space 12""","Ace Space 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Nottingham; effective_length_raw=308.8; effective_length_source=calculated; mounting_distance_raw=294; mounting_distance_source=Nottingham website; workbook_notes=Have user check P>S distance. Nottingham figures not agreeing with mine.
Nottingham Analogue,Innerspace,Innerspace,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Nottingham; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=Nottingham website; workbook_notes=Have user check P>S distance. Nottingham figures not agreeing with mine.
Origin Live,"10""","10""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=254; effective_length_source=Origin Live website
Origin Live,"12""","12""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=308.8; effective_length_source=Origin Live website
Origin Live,"9""","9""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=229; effective_length_source=Origin Live website
Origin Live,"9.5""","9.5""",tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=239.3; effective_length_source=Origin Live website
Origin Live,Agile,Agile,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Origin Live,Conquerer,Conquerer,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Origin Live,Encounter,Encounter,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Origin Live,Enterprise,Enterprise,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Origin Live,Illustrious,Illustrious,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Origin Live,Renown,Renown,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Origin Live; effective_length_raw=237; effective_length_source=Origin Live website; mounting_distance_raw=219.76; mounting_distance_source=Origin Live website; workbook_notes=agreed
Ortofon,"AS-212R 9""","AS-212R 9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ortofon; effective_length_raw=232; effective_length_source=Ortofon website; mounting_distance_raw=214; mounting_distance_source=Ortofon website; workbook_notes=agreed
Ortofon,AS-212S,AS-212S,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ortofon; effective_length_raw=235; effective_length_source=Ortofon website; mounting_distance_source=Ortofon website; workbook_notes=Ortofon uses Japanese alignment with only ONE null point! Use 235mm
Ortofon,"AS-309R 12""","AS-309R 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ortofon; effective_length_raw=NEED!; effective_length_source=Ortofon website; mounting_distance_raw=311; mounting_distance_source=Ortofon website; workbook_notes=agreed
Ortofon,AS-309S,AS-309S,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ortofon; effective_length_raw=NEED!; effective_length_source=Ortofon website; mounting_distance_raw=314; mounting_distance_source=Ortofon website; workbook_notes=Need arc! Eff. Len. Should be 326.5mm. See explanation in document ""Ortofon Japanese alignment"" in files."
Ortofon,"RS-309D 12""","RS-309D 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,"Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Ortofon; effective_length_raw=NEED!; effective_length_source=Ortofon website; mounting_distance_raw=314; mounting_distance_source=Ortofon website; workbook_notes=Need arc! Eff. Len. Should be 326.5mm. See explanation in document ""Ortofon Japanese alignment"" in files."
Pear Audio,Blue Cornet,Blue Cornet,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Pear Audio; effective_length_raw=239.3; effective_length_source=Pear Audio website; mounting_distance_raw=222; mounting_distance_source=Pear Audio website; workbook_notes=Pretty close
Pete Riggle,Woody SPU,Woody SPU,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Pete Riggle; effective_length_raw=325; effective_length_source=vtaf.com website
Pete Riggle,Woody Universal,Woody Universal,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Pete Riggle; effective_length_raw=229; effective_length_source=vtaf.com website
Primary Control,Arrow,Arrow,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Primary Control
Primary Control,FCL,FCL,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Primary Control; effective_length_raw=301.1; effective_length_source=Kenneth Ng - Singapore client; mounting_distance_raw=287.55
Primary Control,Gravity,Gravity,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Primary Control; effective_length_raw=315; effective_length_source=client report from manual; mounting_distance_raw=300; mounting_distance_source=client report from manual
Primary Control,Reference,Reference,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Primary Control
Reed,"1X 10.5""","1X 10.5""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=267; effective_length_source=Reed website; mounting_distance_raw=251.6; mounting_distance_source=Reed website
Reed,"1X 12""","1X 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=308.8; effective_length_source=Reed website; mounting_distance_raw=295.6; mounting_distance_source=Reed website; workbook_notes=Use 308.8 trace
Reed,"2G 10.5""","2G 10.5""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=267; effective_length_source=Reed website; mounting_distance_raw=251.6; mounting_distance_source=Reed website
Reed,"2G 12""","2G 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=308.8; effective_length_source=Reed website; mounting_distance_raw=295.6; mounting_distance_source=Reed website; workbook_notes=Use 308.8 trace
Reed,"2G 9""","2G 9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=240; effective_length_source=Reed website; mounting_distance_raw=223; mounting_distance_source=Reed website
Reed,"3P 10.5""","3P 10.5""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=267; effective_length_source=Reed website; mounting_distance_raw=251.6; mounting_distance_source=Reed website
Reed,"3P 12""","3P 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=308.8; effective_length_source=Reed website; mounting_distance_raw=295.6; mounting_distance_source=Reed website; workbook_notes=Use 308.8 trace
Reed,"3P 9""","3P 9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Reed; effective_length_raw=240; effective_length_source=Reed website; mounting_distance_raw=223; mounting_distance_source=Reed website
Rega,RB2000,RB2000,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Rega; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=rega website
Rega,RB220,RB220,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Rega; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=rega website
Rega,RB3000,RB3000,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Rega; effective_length_raw=239.3; effective_length_source=Fremer over phone 9/14/21; mounting_distance_raw=222; mounting_distance_source=Fremer over phone 9/14/21; workbook_notes=Rega trying to use Stevenson???
Rega,RB700,RB700,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Rega; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=VinylEngine.com
Rega,RB880,RB880,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Rega; effective_length_raw=239.3; effective_length_source=calculated; mounting_distance_raw=222; mounting_distance_source=rega website
SAT,CF1 09,CF1 09,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SAT; effective_length_raw=SAT 235; effective_length_source=SAT website; mounting_distance_raw=212.2; mounting_distance_source=SAT website; workbook_notes=SAT USES ALTERNATIVE INNERMOST AND OUTERMOST GROOVES. P>S FIGURES ARE REFLECTIVE OF THOSE. Consider including SAT arc AND standard B & L arcs
SAT,CF1 12,CF1 12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SAT; effective_length_raw=SAT 297.6; effective_length_source=SAT website; mounting_distance_raw=280; mounting_distance_source=SAT website; workbook_notes=SAT USES ALTERNATIVE INNERMOST AND OUTERMOST GROOVES. P>S FIGURES ARE REFLECTIVE OF THOSE. Consider including SAT arc AND standard B & L arcs
SME,3009-R,3009-R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=233.15; effective_length_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg; mounting_distance_raw=215.4; mounting_distance_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg
SME,3010-R,3010-R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=239.3; effective_length_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg; mounting_distance_raw=222.06; mounting_distance_source=calculated
SME,3012-R,3012-R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=308.8; effective_length_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg; mounting_distance_raw=295.6; mounting_distance_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg
SME,Model 309,Model 309,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=233.15; effective_length_source=calculated; mounting_distance_raw=215.35; mounting_distance_source=SME website
SME,Model 310,Model 310,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=239.3; effective_length_source=SME website; mounting_distance_raw=222; mounting_distance_source=SME website; workbook_notes=Check these dims on calculation sheet. Could be Loefgren? They don't agree with Rega dims of same PS Len
SME,Model 312 S,Model 312 S,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=308.8; effective_length_source=SME website; mounting_distance_raw=295.6; mounting_distance_source=SME website
SME,Series 3,Series 3,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=233.15; effective_length_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg; mounting_distance_raw=215.4; mounting_distance_source=http://www.vinyl-lebt.de/SME/Technical/SME_3009Rrueck.jpg
SME,Series IV,Series IV,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=233.15; effective_length_source=SME website; mounting_distance_raw=215.35; mounting_distance_source=SME website
SME,Series M2-10,Series M2-10,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=239.3; effective_length_source=SME website; mounting_distance_raw=222; mounting_distance_source=SME website
SME,Series M2-12 & M2-12R,Series M2-12 & M2-12R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=308.8; effective_length_source=SME website; mounting_distance_raw=295.6; mounting_distance_source=SME website
SME,Series M2-9 & M2-9R,Series M2-9 & M2-9R,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=233.15; effective_length_source=SME website; mounting_distance_raw=215.4; mounting_distance_source=SME website
SME,Series V-12,Series V-12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=SME; effective_length_raw=308.8; effective_length_source=SME website; mounting_distance_raw=295.6; mounting_distance_source=SME website
Schick,"10.5""","10.5""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schick; effective_length_raw=284.4; effective_length_source=calculated; mounting_distance_raw=270; mounting_distance_source=Schick Website
Schick,"12""","12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schick; effective_length_raw=317; effective_length_source=Schick Website; mounting_distance_raw=304.75; mounting_distance_source=Schick Website; workbook_notes=close enough
Schick,"9""","9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schick; effective_length_raw=245; effective_length_source=Schick Website; mounting_distance_raw=229; mounting_distance_source=Schick Website; workbook_notes=Need arc! Agreed - but better to make a 247mm as I've seen a number of arms needing this
Schroeder,CB-L,CB-L,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schroeder; effective_length_raw=282; effective_length_source=Schroeder website; mounting_distance_raw=267.5; mounting_distance_source=Schroeder website
Schroeder,Model B,Model B,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schroeder; effective_length_raw=282; effective_length_source=Schroeder website; mounting_distance_raw=267.5; mounting_distance_source=Schroeder website
Schroeder,No. 2,No. 2,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Schroeder; effective_length_raw=239.3; effective_length_source=Schroeder website; mounting_distance_raw=222; mounting_distance_source=Schroeder website
Sorane,SA1-2,SA1-2,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Sorane; effective_length_raw=240; effective_length_source=Sorane website; mounting_distance_raw=223; mounting_distance_source=Sorane website; workbook_notes=SHOULD be at 240-241mm eff len arc
Sorane,TA1L,TA1L,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Sorane; effective_length_raw=322; effective_length_source=Sorane website; mounting_distance_raw=310; mounting_distance_source=Sorane website; workbook_notes=Need arc! 1mm off NEED THIS ONE for Sandeep!!!!
Sorane,ZA12,ZA12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Sorane; effective_length_raw=322; effective_length_source=Sorane website; mounting_distance_raw=310; mounting_distance_source=Sorane website; workbook_notes=Need arc! 1mm off NEED THIS ONE for Sandeep!!!!
Spiral Groove,Centroid,Centroid,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Spiral Groove; effective_length_raw=254; effective_length_source=calculated; mounting_distance_raw=236; mounting_distance_source=Larry Deniston measurement
Thorens,TP160,TP160,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Thorens; effective_length_raw=233.15; effective_length_source=Thorens website; mounting_distance_raw=215; mounting_distance_source=Thorens website
Thorens,"TP92 10""","TP92 10""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Thorens; effective_length_raw=254; effective_length_source=Thorens website; mounting_distance_raw=237.8; mounting_distance_source=Thorens website
Thorens,"TP92 12""","TP92 12""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Thorens; effective_length_raw=305; effective_length_source=Thorens website; mounting_distance_raw=291.4; mounting_distance_source=Thorens website
Thorens,"TP92 9""","TP92 9""",tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Thorens; effective_length_raw=233.15; effective_length_source=Thorens website; mounting_distance_raw=215; mounting_distance_source=Thorens website
Tri-Planar,U-12,U-12,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=Triplanar; effective_length_raw=308.8; effective_length_source=Triplanar website; mounting_distance_raw=295.6; mounting_distance_source=Triplanar website; workbook_notes=Agreed
VPI,Fatboy,Fatboy,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=VPI; effective_length_raw=313; effective_length_source=VPI website; mounting_distance_raw=300; mounting_distance_source=VPI website; workbook_notes=agreed
VPI,Fatboy on HW40,Fatboy on HW40,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=VPI; effective_length_raw=300; effective_length_source=My calculation; mounting_distance_raw=287; mounting_distance_source=Source: Anton Wootliff; HW-40 approx PS dimension; workbook_notes=Anton measured 296mm from pivot to middle of headshell screw slots PLUS stylus run of 7-8mm. Consider adding a 300mm arc instead as we need something further away
VPI,JMW 12 3DR,JMW 12 3DR,tonearm,backlog,queued,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=VPI; effective_length_raw=313; effective_length_source=VPI website; mounting_distance_raw=300; mounting_distance_source=VPI website; workbook_notes=agreed
Wand,10.3in,10.3in,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=The Wand; effective_length_raw=262; effective_length_source=The Wand website; mounting_distance_raw=246; mounting_distance_source=The Wand website; workbook_notes=Need arc! Agreed
Wand,12in,12in,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=The Wand; effective_length_raw=308.8; effective_length_source=The Wand website; mounting_distance_raw=295; mounting_distance_source=The Wand website; workbook_notes=agreed
Wand,9.5in,9.5in,tonearm,backlog,hydrated,user workbook: TonearmDatabaseWTv4.xlsx,Imported from workbook TonearmDatabaseWTv4.xlsx; source_manufacturer=The Wand; effective_length_raw=240; effective_length_source=The Wand website; mounting_distance_raw=222; mounting_distance_source=The Wand website; workbook_notes=agreed
