source_id,source_name,source_url,source_type,trust_level,retrieved_at,local_snapshot_path,notes
268,YAMAHA YSA-2の仕様 ヤマハ,https://audio-heritage.jp/YAMAHA/etc/ysa-2.html,official_brochure,official,2026-06-18T00:41:44+00:00,,Historical Yamaha specification page reproduced by Audio Heritage for YSA-2.
269,YAMAHA GT-2000/GT-2000Lの仕様 ヤマハ,https://audio-heritage.jp/YAMAHA/player/gt-2000.html,official_brochure,official,2026-06-18T00:41:44+00:00,,Historical Yamaha GT-2000/GT-2000L product page reproduced by Audio Heritage; documents optional YSA-2 support.
270,Sumiko Premier MMT Stereo S-Shaped Tonearm Manual,https://www.vinylengine.com/library/sumiko/premier-mmt.shtml,manual_mirror,official,2026-06-18T01:07:09+00:00,,Vinyl Engine mirrored original manual/library page for Sumiko Premier MMT.
271,Sumiko Premier FT-3 Stereo Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/sumiko/premier-ft-3.shtml,manual_mirror,official,2026-06-18T01:07:09+00:00,,Vinyl Engine mirrored original manual/library page for Sumiko Premier FT-3.
272,Mayware Formula IV,https://www.vinylengine.com/library/mayware/formula-iv.shtml,manual_mirror,official,2026-06-18T01:07:09+00:00,,Vinyl Engine mirrored original manual/library page for Mayware Formula IV.
273,Helius Omega Stereo Tonearm Manual,https://www.vinylengine.com/library/helius/omega.shtml,manual_mirror,official,2026-06-18T01:07:09+00:00,,Vinyl Engine mirrored original manual/library page for Helius Omega; the manufacturer index section lists Helius Aureus and Helius Scorpio among Helius tonearms.
274,Helius Orion Tonearm Manual,https://www.vinylengine.com/library/helius/orion.shtml,manual_mirror,official,2026-06-18T01:07:09+00:00,,Vinyl Engine mirrored original manual/library page for Helius Orion.
275,Tonearms｜IKEDA Sound Labs. [Official],https://www.islabs.co.jp/en/pages/51/,official_brochure,official,2026-06-18T01:07:57+00:00,,Official IKEDA Sound Labs tonearms page listing current tonearm lineup and specification table.
276,YAMAHA YP-1000の仕様 ヤマハ,https://audio-heritage.jp/YAMAHA/player/yp-1000.html,official_brochure,official,2026-06-18T01:07:57+00:00,,Official Yamaha historical player page noting use of STAX UA-7 tonearm.
277,LUXMAN PD310の仕様 ラックスマン,https://audio-heritage.jp/LUXMAN/player/pd310.html,official_brochure,official,2026-06-18T01:07:57+00:00,,Official Luxman historical player page listing optional armboards and compatible tonearms.
278,Stax UA-90 Template A Adjustement instructions,https://www.springair.de/en/stax-ua-90-template-a-adjustement-instructions/l9290,manual_mirror,official,2026-06-18T01:07:57+00:00,,Third-party retail archive entry for scanned original STAX UA-90 adjustment template instructions; accepted as official-manual support because the underlying document is STAX documentation.
279,STAX UA-90N トーンアーム,https://www.auduo-1.com/newgoods/S-T/Stax/UA-90N/UA-90N.html,dealer_page,secondary,2026-06-18T01:07:57+00:00,,Dealer listing documenting UA-90N dimensions and configuration.
280,MISSION 774の仕様 ミッション,https://audio-heritage.jp/CYRUS-MISSION/etc/774.html,official_brochure,official,2026-06-18T01:09:20+00:00,,Historical Mission specification page reproduced by Audio Heritage for Mission 774.
281,Hadcock GH 228 British Made Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/hadcock/gh-228.shtml,manual_mirror,official,2026-06-18T01:09:20+00:00,,Vinyl Engine mirrored original manual/library page for Hadcock GH 228.
282,Hadcock GH242 tonearm from Hifi Gear,https://www.hifigear.co.uk/hadcock-gh242-tonearm.html,dealer_page,secondary,2026-06-18T01:09:20+00:00,,Dealer page covering current GH242 variants and positioning versus GH228.
283,SUPEX 製品一覧 スペックス,https://audio-heritage.jp/SUPEX/index.html,official_brochure,official,2026-06-18T01:09:20+00:00,,Historical SUPEX product index reproduced by Audio Heritage showing tonearm product category.
284,SUPEX 6120の仕様 スペックス,https://audio-heritage.jp/SUPEX/etc/6120.html,official_brochure,official,2026-06-18T01:09:20+00:00,,Historical SUPEX specification page reproduced by Audio Heritage for model 6120 tonearm.
285,About Us - Alphason Audio,https://alphasonaudio.com/about-us/,official_page,official,2026-06-18T01:14:04+00:00,,Official Alphason history page describing the HR-100S as the company's pioneering reference tonearm and noting ongoing service support for Alphason tonearms including Opal and Delta.
286,Alphason Designs Xenon Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/alphason-designs/xenon.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Alphason Xenon.
287,Audioquest PT6 Japanese Manufactured Tonearm Manual,https://www.vinylengine.com/library/audioquest/pt6.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for AudioQuest PT6.
288,Audioquest PT7 High Quality Japanese Made Tonearm Manual,https://www.vinylengine.com/library/audioquest/pt7.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for AudioQuest PT7.
289,AUDIOQUEST PT-9 EXTREME USER MANUAL,https://www.manualslib.com/manual/1560530/Audioquest-Pt-9-Extreme.html,manual_mirror,official,2026-06-18T01:14:04+00:00,,ManualsLib mirrored original PT-9 manual including PT-6/7/8/9 base plate and tonearm template references.
290,Empire 980 Stereo Wired Pick-up Arm Manual,https://www.vinylengine.com/library/empire/980.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Empire 980.
291,Infinity Black Widow Low-Mass Pivoted Tonearm Manual,https://www.vinylengine.com/library/infinity/black-widow.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Infinity Black Widow.
292,Template:Menu:Tonearms - LinnDocs,https://docs.linn.co.uk/wiki/index.php/Template:Menu:Tonearms,official_page,official,2026-06-18T01:14:04+00:00,,"Official LinnDocs tonearm navigation page listing Basik, Akito, Ekos, and Ittok product information pages."
293,ITTOKTONEARM.PDF,https://docs.linn.co.uk/wiki/images/3/36/Ittok_info.pdf,official_pdf,official,2026-06-18T01:14:04+00:00,,Official LinnDocs PDF information sheet for Linn Ittok tonearm.
294,Magnepan Unitrac 1 UnDamped Radial Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/magnepan/unitrac-1.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Magnepan Unitrac 1.
295,Technical specifications: Mørch DP-6/DP-8/UP-4,http://www.moerch.dk/spec1.htm,official_page,official,2026-06-18T01:14:04+00:00,,Official Mørch technical specification page covering DP-6 and UP-4 tonearms.
296,NAIM ARO Manual,https://www.manualslib.com/manual/372395/Naim-Aro.html,manual_mirror,official,2026-06-18T01:14:04+00:00,,ManualsLib mirrored original Naim ARO manual.
297,Artemiz Tonearm | Roksan,https://www.roksan.com/en/product-ranges/roksan-heritage/artemiz-tonearm-1987/,official_page,official,2026-06-18T01:14:04+00:00,,Official Roksan heritage page for Artemiz tonearm.
298,Tabriz Tonearm | Roksan,https://www.roksan.com/en/product-ranges/roksan-heritage/tabriz-tonearm-1989/,official_page,official,2026-06-18T01:14:04+00:00,,Official Roksan heritage page for Tabriz tonearm.
299,TOKYO SOUND ST-14/ST-14Sの仕様 東京サウンド,https://audio-heritage.jp/TOKYOSOUND/etc/st-14.html,official_brochure,official,2026-06-18T01:14:04+00:00,,Historical Tokyo Sound specification page reproduced by Audio Heritage for ST-14 and ST-14S.
300,Zeta Arm HandMade Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/zeta/arm.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Zeta Arm.
301,Immedia RPM-2 High-End Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/immedia/rpm-2.shtml,manual_mirror,official,2026-06-18T01:14:04+00:00,,Vinyl Engine mirrored original manual/library page for Immedia RPM-2.
302,Tri-Planar Precision Tonearm,https://www.triplanar.com/,official_page,official,2026-06-18T01:14:04+00:00,,Official Tri-Planar site describing the long-running Tri-Planar precision tonearm family and its heritage.
303,DECCA London International Arm Specifications Decker,https://audio-database.com/DECCA/etc/londoninternationalarm.html,official_brochure,official,2026-06-18T01:15:15+00:00,,Historical Decca London International arm specification page reproduced by Audio Database.
304,High End 2025 - Feickert Analogue,https://www.feickert.de/de/high-end-2025.html,official_page,official,2026-06-18T01:15:15+00:00,,Official Feickert Analogue page listing Straight-10 and Straight-12 in the company demonstration lineup.
305,Graham Manuals | Vinyl Engine,https://www.vinylengine.com/library/graham.shtml,manual_mirror,official,2026-06-18T01:15:15+00:00,,Vinyl Engine Graham library page listing the Graham 1.5 among archived Graham tonearms.
306,Manticore Manuals | Vinyl Engine,https://www.vinylengine.com/library/manticore.shtml,manual_mirror,official,2026-06-18T01:15:15+00:00,,Vinyl Engine Manticore manufacturer library page describing the Musician and Magician tonearm range.
307,Manticore Musician Tonearm Manual,https://www.vinylengine.com/library/manticore/musician.shtml,manual_mirror,official,2026-06-18T01:15:15+00:00,,Vinyl Engine mirrored original manual/library page for Manticore Musician.
308,ODYSSEY TONEARMS: RP1 to RP1-XGII,https://odysseytonearms.blogspot.com/p/rp1-rp1-p.html,official_page,official,2026-06-18T01:15:15+00:00,,"Official Odyssey Tonearms page describing RP1, RP1-X, RP1-XG, and XG Mk II development."
309,ODYSSEY TONEARMS: Odyssey Gold Signature,https://odysseytonearms.blogspot.com/p/rp1-gold-signature.html,official_page,official,2026-06-18T01:15:15+00:00,,Official Odyssey Tonearms page describing the Odyssey Gold Signature and its relationship to the RP1-XG.
310,Syrinx PU2 Tonearm Manual,https://www.vinylengine.com/library/syrinx/pu2.shtml,manual_mirror,official,2026-06-18T01:15:15+00:00,,Vinyl Engine mirrored original manual/library page for Syrinx PU2.
311,Syrinx PU3 Tonearm Manual,https://www.vinylengine.com/library/syrinx/pu3.shtml,manual_mirror,official,2026-06-18T01:15:15+00:00,,Vinyl Engine mirrored original manual/library page for Syrinx PU3.
312,Rigid Float Tonearm Series - DS Exports,https://ds-exports.biz/rigid-float-tone-arm/,official_distributor_page,official,2026-06-18T01:15:15+00:00,,"Authorized distribution page listing ViV Laboratory Rigid Float Ha7, Ha9, and Ha13 specifications."
313,Microsoft Word - Analogue Manual 09 PDF.doc,https://www.decibel.ch/upfiles/documents/wilson-beneschanaloguemanual-52281.pdf,manual_mirror,official,2026-06-18T01:15:15+00:00,,"Mirrored original Wilson Benesch analogue manual covering ACT 0.5, ACT Two, and Nanotube tonearms."
314,Keith Monks Laboratory Classic Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/keith-monks/laboratory.shtml,manual_mirror,official,2026-06-18T01:16:20+00:00,,Vinyl Engine mirrored original manual/library page for Keith Monks Laboratory unipivot tonearm.
315,RS Laboratory RS-A1 Japanese Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/rs-laboratory/rs-a1.shtml,manual_mirror,official,2026-06-18T01:19:25+00:00,,Vinyl Engine mirrored original manual/library page for RS Laboratory RS-A1 tonearm.
316,Manticore Musician Tonearm Manual,https://www.vinylengine.com/library/manticore/musician.shtml,manual_mirror,official,2026-06-18T01:19:25+00:00,,"Vinyl Engine mirrored original manual/library page for Manticore Musician, described there as based on the earlier Logic/Syrinx designed Datum."
317,TOKYO SOUND ST-14/ST-14Sの仕様 東京サウンド,https://audio-heritage.jp/TOKYOSOUND/etc/st-14.html,official_brochure,official,2026-06-18T01:19:25+00:00,,Historical Tokyo Sound specification page reproduced by Audio Heritage for ST-14 and ST-14S 14-inch tonearms.
318,GUYA STO-140 Oil Damped Tonearm Arm Tonearm,https://samuraiaudio.com/products/guya-sto-140-oil-damped-tonearm-arm,dealer_page,secondary,2026-06-18T01:19:25+00:00,,Dealer listing for Guya STO-140 giving effective length and identifying the model explicitly.
319,Belcanto Manuals | Vinyl Engine,https://www.vinylengine.com/library/belcanto.shtml,manual_mirror,official,2026-06-18T01:25:02+00:00,,"Vinyl Engine manufacturer library page for Belcanto, used as mirrored legacy manual/library support for the Belcanto tonearm family."
320,Satin Manuals | Vinyl Engine,https://www.vinylengine.com/library/satin.shtml,manual_mirror,official,2026-06-18T01:25:02+00:00,,"Vinyl Engine manufacturer library page for Satin, used as mirrored legacy manual/library support for the Satin tonearm family."
321,特許図に見る珍しいアーム,http://www7a.biglobe.ne.jp/~yosh/strangearms.htm,secondary_reference,secondary,2026-06-18T01:25:02+00:00,,Secondary patent-history page identifying Japanese patent application 特開昭57-86104 and linking it to the 1981 Satin AR-1/1M/1S series.
322,Library | Vinyl Engine,https://www.vinylengine.com/library.shtml,manual_mirror,official,2026-06-18T01:25:58+00:00,,"Vinyl Engine library page includes Breuer Dynamic in the manufacturer archive list, used here as mirrored legacy manual/library family support."
323,The Breuer Dynamic Type 5A pickup arm.,http://www.adventuresinhifiaudio.com/03/12/2013/the-breuer-dynamic-type-5a-pickup-arm/,secondary_reference,secondary,2026-06-18T01:25:58+00:00,,Detailed secondary historical review quoting installation dimensions and model evolution for Breuer Dynamic arms.
324,Kuzma Safir 9 brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20A4%20Safir%209%20Web2%20220613.pdf,official_brochure,official,2026-06-18T01:37:40+00:00,,Official Kuzma Safir 9 brochure/spec sheet.
325,Safir 9 - Kuzma,https://www.kuzma.si/safir-9.html,official_page,official,2026-06-18T01:37:40+00:00,,Official Kuzma Safir 9 product page.
326,Gimbal | VPI Industries,https://www.vpiindustries.com/gimbal,official_page,official,2026-06-18T01:37:40+00:00,,Official VPI gimbal tonearms page listing the Fatboy Gimbal 12-3D tonearm.
327,Korf TA-SF9R official product page,https://korfaudio.com/ta-sf9r,official_page,official,2026-06-18T03:03:17+00:00,,Official Korf product page with hidden spec table for TA-SF9R.
328,Raven 12.9 official page,https://tw-acustic.de/en/tonearms/raven-12-9,official_page,official,2026-06-18T03:03:17+00:00,,"Official TW-Acustic page for the long Raven arm, labeled Raven 12.9."
329,Sorane TA-1 instructions,https://youtek.jp/pdf/manual/manual_sorane_ta1_201911.pdf,official_manual,official,2026-06-18T03:04:28+00:00,,Official TA-1 / TA-1L instructions and manual from Youtek / Sorane.
330,Pear Audio Aras official page,https://pearaudio-analogue.com/aras/,official_page,official,2026-06-18T03:08:59+00:00,,Official Pear Audio Aras page naming the 12 inch Cornet 3 arm in current product copy.
331,Pear Audio Golden Ear Odar/Cornet 3 page,https://pearaudio-analogue.com/golden-ear-pear-audio-blue-odar-turntable-with-cornet-3-tonearm/,official_page,official,2026-06-18T03:08:59+00:00,,Official Pear Audio repost page for Golden Ear coverage of the Odar/Cornet 3 combination.
332,About Us - Alphason Audio,https://alphasonaudio.com/about-us/,official_page,official,2026-06-18T03:14:16+00:00,,Official Alphason history page describing the HR100S as the company's hugely successful reference tonearm.
333,Alphason Designs HR100S Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/alphason-designs/hr100s.shtml,manual_mirror,official,2026-06-18T03:14:16+00:00,,Vinyl Engine mirrored original manual/library page for Alphason Designs HR100S.
334,Goldmund T-5 Owners manual,https://manualmachine.com/goldmund/t5/2335377-owners-manual/,manual_mirror,official,2026-06-18T03:14:16+00:00,,Mirrored Goldmund T5 user manual with technical data and setup instructions.
335,Goldmund Reference Anniversary Statement Turntable fitted with T3F Tonearm Manual,https://www.vinylengine.com/library/goldmund/reference-anniversary.shtml,manual_mirror,official,2026-06-18T03:14:16+00:00,,Vinyl Engine mirrored original library/manual page for Goldmund Reference Anniversary fitted with T3F tonearm.
336,Reference Turntable & Blu-ray / DVD player,https://goldmund.com/reference-turntable-dvdplayer/,official_page,official,2026-06-18T03:14:16+00:00,,Official Goldmund historical Reference page describing the original T3 tonearm technology as the foundation stone of the company.
337,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/,dealer_page,secondary,2026-06-18T03:15:41+00:00,,Detailed dealer archive page for exact Airtangent 2B specimen with accessories and upgrade notes.
338,Airtangent tonearm review,https://www.stereophile.com/content/airtangent-tonearm-page-2,review,secondary,2026-06-18T03:15:41+00:00,,"Stereophile review describing Airtangent design, execution, and key features of the family."
339,AIRTANGENT 2B,https://www.audioantiquary.com/en-us/airtangent-2b/,dealer_page,secondary,2026-06-18T03:20:02+00:00,,"Detailed archival dealer listing for exact Airtangent 2B specimen with pump, hoses, filters, and magnesium-arm upgrade note."
340,Hi-Fi Choice 1987 Airtangent/Oracle Delphi review,"https://www.worldradiohistory.com/UK/Hi-Fi-Choice/1983-1989/Hi-Fi%20Choice%20Iss.%20048%20Turntables,%20Arms%20&%20Cartridges%201987.pdf",review,secondary,2026-06-18T03:20:02+00:00,/Users/mamsterla/Downloads/hi-fi20choice20iss2004820turntables20arms2020cartridges201987.md,Period review with lab report for the Airtangent family.
341,Airtangent official website archive,https://web.archive.org/web/20030605103713/http://airtangent.com/,official_website,official,2026-06-18T03:35:30+00:00,,Wayback capture of the official Airtangent website announcing the Model 2002 tonearm.
342,Airtangent tonearm Specifications,https://www.stereophile.com/content/airtangent-tonearm-specifications,review,secondary,2026-06-18T03:35:30+00:00,,Stereophile specifications page for the Airtangent family.
343,Airtangent official website archive,https://web.archive.org/web/20020530102000/http://airtangent.com/,official_website,official,2026-06-18T03:40:15+00:00,,Wayback capture of the official Airtangent website announcing the Reference tonearm.
344,Airtangent tonearm Specifications,https://www.stereophile.com/content/airtangent-tonearm-specifications,review,secondary,2026-06-18T03:40:15+00:00,,Stereophile specifications page for the Airtangent family.
345,Airtangent 2002MKII product page archive,https://web.archive.org/web/20140605023203/http://www.caaltech.com/airtangent-arms/airtangent-2002.html,official_website,official,2026-06-18T04:08:17+00:00,,Archived official Airtangent/Caaltech product page for the 2002MKII. Page metadata enumerates legacy Airtangent model names including 2B.
346,Rega RB220 official page,https://www.rega.co.uk/products/rb220,official_page,official,2026-06-18T06:37:24+00:00,,Official Rega RB220 product page.
347,Rega RB880 official page,https://www.rega.co.uk/products/rb880,official_page,official,2026-06-18T06:37:24+00:00,,Official Rega RB880 product page.
348,Rega RB3000 official page,https://www.rega.co.uk/products/rb3000,official_page,official,2026-06-18T06:37:24+00:00,,Official Rega RB3000 product page.
349,Rega official product timeline,https://www.rega.co.uk/about/timeline,official_page,official,2026-06-18T06:37:24+00:00,,Official Rega product timeline page.
350,Rega RB2000 user manual mirror,https://www.manualsdir.com/manuals/627890/rega-rb2000.html,official_manual,official,2026-06-18T06:37:24+00:00,,Mirror-hosted Rega RB2000 manual text capturing exact model setup and construction language.
351,English Sound Jelco SA-250 page,https://englishsound.com.ru/cat/306/1577.html,official_distributor_page,official,2026-06-18T06:55:13+00:00,,English Sound distributor product page for the Jelco SA-250.
352,English Sound Jelco SA-250ST page,https://englishsound.com.ru/cat/306/1578.html,official_distributor_page,official,2026-06-18T06:55:13+00:00,,English Sound distributor product page for the Jelco SA-250ST.
353,English Sound Jelco SA-750D page,https://englishsound.com.ru/cat/306/1576.html,official_distributor_page,official,2026-06-18T06:55:13+00:00,,English Sound distributor product page for the Jelco SA-750D.
354,English Sound Jelco SA-750E page,http://englishsound.com.ru/cat/306/3093.html,official_distributor_page,official,2026-06-18T06:55:13+00:00,,English Sound distributor product page for the Jelco SA-750E.
355,English Sound Jelco SA-750L page,https://englishsound.com.ru/cat/306/2404.html,official_distributor_page,official,2026-06-18T06:55:13+00:00,,English Sound distributor product page for the Jelco SA-750L.
356,Respect Phono Jelco TK 850 S page,http://respectphono.de/en/jelco-tk-850-s-9-tonearm.html,dealer_page,secondary,2026-06-18T07:02:19+00:00,,Respect Phono retail page for exact Jelco TK 850 S product.
357,MrStylus Jelco lineup page,https://mrstylus.com/en/jelco/,official_distributor_page,official,2026-06-18T07:02:19+00:00,,MrStylus Jelco lineup page listing current TK-series MKII arms with full geometry table.
358,Respect Phono Jelco TK 850 L page,http://respectphono.de/en/jelco-tk-850-l-12-tonearm.html,dealer_page,secondary,2026-06-18T07:02:19+00:00,,Respect Phono retail page for exact Jelco TK 850 L product.
359,Respect Phono Jelco TK 950 S page,http://respectphono.de/en/jelco-tk-950-s-9-tonearm.html,dealer_page,secondary,2026-06-18T07:02:19+00:00,,Respect Phono retail page for exact Jelco TK 950 S product.
360,Respect Phono Jelco TK 950 L page,http://respectphono.de/en/jelco-tk-950-l-12-tonearm.html,dealer_page,secondary,2026-06-18T07:02:19+00:00,,Respect Phono retail page for exact Jelco TK 950 L product.
361,Clearaudio official homepage,https://www.clearaudio.de/en/,official_page,official,2026-06-18T07:02:59+00:00,,Official Clearaudio homepage describing manufacturer tonearm bearing philosophy and friction-reduction approach.
362,Analogue Seduction Clearaudio Clarify page,https://www.analogueseduction.net/tonearms/clearaudio-clarify-tonearm.html,dealer_page,secondary,2026-06-18T07:02:59+00:00,,Dealer page with exact Clarify model geometry and descriptive text.
363,James Morrow Clearaudio Clarify page,https://james-morrow.com/products/cla-clrfy-tnarm,dealer_page,secondary,2026-06-18T07:02:59+00:00,,Dealer page with exact Clarify geometry and construction notes.
364,Analogue Seduction Clearaudio Tracer page,https://www.analogueseduction.net/tonearms/clearaudio-tracer-tonearm.html,dealer_page,secondary,2026-06-18T07:02:59+00:00,,Dealer page with exact Tracer model description and key specifications.
365,Analogue Seduction Clearaudio Verify page,https://www.analogueseduction.net/tonearms/clearaudio-verify-tonearm.html,dealer_page,secondary,2026-06-18T07:02:59+00:00,,Dealer page with exact Verify model descriptive text.
366,Musical Surroundings Clearaudio Concept Tonearm page,https://www.musicalsurroundings.com/products/clearaudio-concept-tonearm,official_distributor_page,official,2026-06-18T07:13:18+00:00,,Official North American distributor page for exact Clearaudio Concept tonearm.
367,Clearaudio official homepage,https://www.clearaudio.de/en/,official_page,official,2026-06-18T07:13:18+00:00,,Official Clearaudio homepage describing reduced-friction bearing philosophy across the tonearm line.
368,Auditorium Clearaudio Magnify page,https://www.auditorium.de/en/vinyl/components/tonearms/clearaudio-magnify-tonearm,dealer_page,secondary,2026-06-18T07:13:18+00:00,,Dealer page with exact Clearaudio Magnify geometry and construction details.
369,Musical Surroundings Clearaudio Satisfy Black page,https://www.musicalsurroundings.com/products/clearaudio-satisfy-tonearm,official_distributor_page,official,2026-06-18T07:13:18+00:00,,Official distributor page for Clearaudio Satisfy tonearm family.
370,Noteworthy Audio Clearaudio Satisfy Kardan page,https://www.noteworthyaudio.com/products/clearaudio-satisfy-kardan-series-tonearm,dealer_page,secondary,2026-06-18T07:13:18+00:00,,Dealer page with exact Clearaudio Satisfy Kardan series specifications.
371,Auditorium Clearaudio Unify page,https://www.auditorium.de/en/vinyl/components/tonearms/clearaudio-unify-carbon-black-tonearm-tonearm-length-9-inches,dealer_page,secondary,2026-06-18T07:13:18+00:00,,"Dealer page for Clearaudio Unify series listing 9, 10, 12, and 14 inch variants with geometry table."
372,Musical Surroundings Clearaudio Universal 9 page,https://www.musicalsurroundings.com/products/clearaudio-universal-9-tonearm,official_distributor_page,official,2026-06-18T07:13:18+00:00,,Official distributor page for exact Clearaudio Universal tonearm variant.
373,Musical Surroundings Clearaudio Universal 12 page,https://www.musicalsurroundings.com/products/clearaudio-universal-12-tonearm,official_distributor_page,official,2026-06-18T07:13:18+00:00,,Official distributor page for exact Clearaudio Universal tonearm variant.
374,English Sound Jelco history article,http://englishsound.com.ru/info/201.html,official_distributor_page,official,2026-06-18T07:14:49+00:00,,"Official distributor article describing Jelco tonearm family construction, cartridge range, One Point Cross Suspension, and anti-skating approach."
375,The Vinyl Source Jelco SA-50 and SA-200 protractor page,https://www.thevinylsource.co.uk/product-page/cartridge-arc-protractor-for-jelco-sa-50-and-sa-200-the-vinyl-source,secondary_reference_page,secondary,2026-06-18T07:14:49+00:00,,Reference tool page explicitly listing SA-200 as designed to Jelco specifications.
376,Vinyl Engine Jelco SA-200 library page,https://www.vinylengine.com/library/jelco/sa-200.shtml,secondary_manual_index,secondary,2026-06-18T07:14:49+00:00,,Exact model manual/spec library page surfaced via Google results.
377,Vinyl Engine Jelco SA-50 library page,https://www.vinylengine.com/library/jelco/sa-50.shtml,secondary_manual_index,secondary,2026-06-18T07:14:49+00:00,,Exact model manual/spec library page surfaced via Google results.
378,The Vinyl Source Jelco SA-50 ST IV protractor page,https://www.thevinylsource.co.uk/product-page/cartridge-arc-protractor-for-jelco-sa-50-st-iv-the-vinyl-source,secondary_reference_page,secondary,2026-06-18T07:14:49+00:00,,Reference tool page explicitly listing SA-50 ST IV as designed to Jelco specifications.
379,Vinyl Engine Jelco SA-50ST library page,https://www.vinylengine.com/library/jelco/sa-50st.shtml,secondary_manual_index,secondary,2026-06-18T07:14:49+00:00,,Exact model manual/spec library page surfaced via Google results.
380,Vinyl Engine Jelco SA-250BV library page,https://www.vinylengine.com/library/jelco/sa-250bv.shtml,secondary_manual_index,secondary,2026-06-18T07:14:49+00:00,,Exact model manual/spec library page surfaced via Google results.
381,Origin Live Agile official page,https://www.originlive.com/hi-fi/tonearm/high-end-agile-tonearm/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Agile tonearm.
382,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live tonearm overview page describing product ranges and listed models.
383,Origin Live Encounter official page,https://www.originlive.com/hi-fi/tonearm/dual-pivot-tonearm-encounter/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Encounter tonearm.
384,Origin Live Illustrious official page,https://www.originlive.com/hi-fi/tonearm/tracking-tonearm-illustrious/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Illustrious tonearm.
385,Origin Live Conqueror official page,https://www.originlive.com/hi-fi/tonearm/award-winning-tonearm-conqueror/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Conqueror tonearm.
386,Origin Live Enterprise official page,https://www.originlive.com/hi-fi/tonearm/high-end-tonearm-enterprise/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Enterprise tonearm.
387,Origin Live Renown official page,https://www.originlive.com/hi-fi/tonearm/renown-tonearm/,official_page,official,2026-06-18T07:50:32+00:00,,Official Origin Live product page for the Renown tonearm.
388,Origin Live Conqueror official page,https://www.originlive.com/hi-fi/tonearm/award-winning-tonearm-conqueror/,official_page,official,2026-06-18T07:50:53+00:00,,Official Origin Live product page uses spelling Conqueror.
389,Origin Live tonearm overview page,https://www.originlive.com/hi-fi/tonearm/,official_page,official,2026-06-18T07:50:53+00:00,,Official Origin Live overview page listing Conqueror within premium range.
390,Rabco SL-8 manual via Library of Congress,http://lcweb2.loc.gov/master/mbrs/recording_preservation/manuals/Rabco%20SL-8%20Servo-Driven%20Straight%20Line%20Phonograph%20Arm.pdf,official_manual,official,2026-06-18T07:51:09+00:00,,Original Rabco SL-8 manual hosted by the Library of Congress recording-preservation archive and cited by Soundfountain technical documentation.
391,Soundfountain Rabco SL-8/SL-8E technical archive,https://www.soundfountain.com/amb/ttrabco.html,secondary_reference_page,secondary,2026-06-18T07:51:09+00:00,,"Detailed technical archive documenting Rabco SL-8 and SL-8E operation, chronology, and restoration notes."
392,Design Build Listen Wand homepage,https://designbuildlisten.com/,official_page,official,2026-06-18T07:59:15+00:00,,Official Design Build Listen homepage describing The Wand tonearm lineup and available lengths.
393,Audio Origami PU7 GTS official page,https://www.audioorigami.co.uk/pu7-gts-tonearm,official_page,official,2026-06-18T07:59:15+00:00,,"Current official Audio Origami page for the PU7 GTS, representing the PU7 family."
394,AVID Nexus official page,https://www.avidhifi.com/tonearms/nexus,official_page,official,2026-06-18T07:59:15+00:00,,Official AVID HIFI Nexus tonearm page.
