tonearm_spec_id,manufacturer,model_name,field_name,value_num,value_text,unit,raw_value_text,status,confidence,notes,source_name,source_url
1300,Kuzma,Stogi Ref 313,mounting_distance_mm,300.0,,mm,300 mm,parsed,0.95,,Kuzma Stogi Ref 313 official page,https://www.kuzma.si/stogi-ref-313.html
1665,Kuzma,Stogi Ref 313,null_alignment_type,,Baewald,,65.459 / 121.741 mm,derived,0.85,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 1.000 mm.",Kuzma Stogi Ref 313 official page,https://www.kuzma.si/stogi-ref-313.html
1302,Kuzma,Stogi Ref 313,offset_angle_deg,17.4,,deg,17.4 degrees,parsed,0.95,,Kuzma Stogi Ref 313 official page,https://www.kuzma.si/stogi-ref-313.html
1301,Kuzma,Stogi Ref 313,overhang_mm,13.0,,mm,Derived from 313 mm effective length and 300 mm arm mount distance,derived,0.9,,Kuzma Stogi Ref 313 official page,https://www.kuzma.si/stogi-ref-313.html
997,Kuzma,Stogi Ref 313 VTA,arm_mount,,Kuzma cut-out 40 mm with 212 mm mounting distance,,40 mm cut-out / 212 mm mounting distance,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1309,Kuzma,Stogi Ref 313 VTA,arm_mount,,Kuzma armbase / standard 9 inch position,,Mounted on standard 9 inch position with rigid VTA tower,parsed,0.85,,Kuzma Stogi Ref 313 VTA official page,https://www.kuzma.si/stogi-ref-313-vta.html
991,Kuzma,Stogi Ref 313 VTA,effective_length_mm,313.0,,mm,313 mm,parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1305,Kuzma,Stogi Ref 313 VTA,effective_length_mm,313.0,,mm,313 mm,parsed,0.95,,Kuzma Stogi Ref 313 VTA official page,https://www.kuzma.si/stogi-ref-313-vta.html
1308,Kuzma,Stogi Ref 313 VTA,effective_mass_g,13.0,,g,13 g,parsed,0.9,Mass from official brochure/manual snippet; product page family description confirms model.,Kuzma Stogi Ref 313 VTA official page,https://www.kuzma.si/stogi-ref-313-vta.html
992,Kuzma,Stogi Ref 313 VTA,mounting_distance_mm,212.0,,mm,212 mm,parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1306,Kuzma,Stogi Ref 313 VTA,mounting_distance_mm,212.0,,mm,212 mm arm mount distance,parsed,0.95,,Kuzma Stogi Ref 313 VTA official page,https://www.kuzma.si/stogi-ref-313-vta.html
1614,Kuzma,Stogi Ref 313 VTA,null_alignment_type,,Baewald,,66.000 / 120.900 mm,derived,0.9,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.000 mm.,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
995,Kuzma,Stogi Ref 313 VTA,null_point_inner_mm,66.0,,mm,66 mm,parsed,0.85,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
996,Kuzma,Stogi Ref 313 VTA,null_point_outer_mm,120.9,,mm,120.9 mm,parsed,0.85,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
994,Kuzma,Stogi Ref 313 VTA,null_points,,66 / 120.9,,66 mm / 120.9 mm,parsed,0.85,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1307,Kuzma,Stogi Ref 313 VTA,offset_angle_deg,17.37,,deg,17.37 degrees,parsed,0.9,Angle from official brochure/manual snippet matches official page family description.,Kuzma Stogi Ref 313 VTA official page,https://www.kuzma.si/stogi-ref-313-vta.html
993,Kuzma,Stogi Ref 313 VTA,overhang_mm,,FAQ table implies unusual geometry,,Derived from 313 mm effective length and 212 mm mounting distance,raw_only,0.2,Official FAQ states 12 inch arm on standard 9 inch mounting distance; no numeric overhang stored pending confirmation.,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
990,Kuzma,Stogi Ref 9-inch,arm_mount,,Stogi cut-out 30 mm with 212 mm mounting distance,,30 mm cut-out / 212 mm mounting distance,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1298,Kuzma,Stogi Ref 9-inch,arm_mount,,Kuzma & Stogi,,Kuzma & Stogi,parsed,0.9,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
984,Kuzma,Stogi Ref 9-inch,effective_length_mm,230.0,,mm,230 mm (9 inch),parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1293,Kuzma,Stogi Ref 9-inch,effective_length_mm,229.0,,mm,229 mm,parsed,0.95,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
1297,Kuzma,Stogi Ref 9-inch,effective_mass_g,13.0,,g,13 g,parsed,0.95,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
985,Kuzma,Stogi Ref 9-inch,mounting_distance_mm,212.0,,mm,212 mm,parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1294,Kuzma,Stogi Ref 9-inch,mounting_distance_mm,212.0,,mm,212 mm,parsed,0.95,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
1613,Kuzma,Stogi Ref 9-inch,null_alignment_type,,Baewald,,66.000 / 120.900 mm,derived,0.9,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.000 mm.,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
988,Kuzma,Stogi Ref 9-inch,null_point_inner_mm,66.0,,mm,66 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
989,Kuzma,Stogi Ref 9-inch,null_point_outer_mm,120.9,,mm,120.9 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
987,Kuzma,Stogi Ref 9-inch,null_points,,66 / 120.9,,66 mm / 120.9 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1296,Kuzma,Stogi Ref 9-inch,offset_angle_deg,23.0,,deg,23 degrees,parsed,0.95,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
986,Kuzma,Stogi Ref 9-inch,overhang_mm,18.0,,mm,Derived from 230 mm effective length and 212 mm mounting distance,derived,0.85,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1295,Kuzma,Stogi Ref 9-inch,overhang_mm,17.0,,mm,Derived from 229 mm effective length and 212 mm arm mount distance,derived,0.9,,Kuzma Stogi Ref official page,https://www.kuzma.si/stogi-ref.html
1368,Kuzma,Stogi S 12-inch,arm_mount,,Kuzma & Stogi,,,raw_only,0.9,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1364,Kuzma,Stogi S 12-inch,effective_length_mm,304.8,,mm,304.8 mm,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1366,Kuzma,Stogi S 12-inch,effective_mass_g,12.0,,g,12 g,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1670,Kuzma,Stogi S 12-inch,null_alignment_type,,Other,,71.735 / 114.617 mm,derived,0.65,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 2.461 mm.",Kuzma tonearms official page,https://www.kuzma.si/tonearms
1367,Kuzma,Stogi S 12-inch,offset_angle_deg,17.8,,deg,17.8 degrees,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1365,Kuzma,Stogi S 12-inch,overhang_mm,13.8,,mm,Derived from 304.8 mm effective length and 291 mm spindle to horizontal bearing,derived,0.8,Official table provides 291 mm spindle-to-horizontal-bearing value.,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1373,Kuzma,Stogi S 12-inch VTA,arm_mount,,Kuzma & Stogi,,,raw_only,0.9,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1369,Kuzma,Stogi S 12-inch VTA,effective_length_mm,304.8,,mm,304.8 mm,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1371,Kuzma,Stogi S 12-inch VTA,effective_mass_g,12.0,,g,12 g,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1671,Kuzma,Stogi S 12-inch VTA,null_alignment_type,,Other,,71.735 / 114.617 mm,derived,0.65,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 2.461 mm.",Kuzma tonearms official page,https://www.kuzma.si/tonearms
1372,Kuzma,Stogi S 12-inch VTA,offset_angle_deg,17.8,,deg,17.8 degrees,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1370,Kuzma,Stogi S 12-inch VTA,overhang_mm,13.8,,mm,Derived from 304.8 mm effective length and 291 mm spindle to horizontal bearing,derived,0.8,Official table provides 291 mm spindle-to-horizontal-bearing value.,Kuzma tonearms official page,https://www.kuzma.si/tonearms
846,Kuzma,Stogi S 9-inch,arm_mount,,Stogi cut-out 30 mm with 212 mm mounting distance,,30 mm cut-out / 212 mm mounting distance,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1292,Kuzma,Stogi S 9-inch,arm_mount,,Kuzma,,Kuzma,parsed,0.95,,Kuzma Stogi S brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20Stogi%20S%20tonearm%202011(1).pdf
1363,Kuzma,Stogi S 9-inch,arm_mount,,Kuzma,,,raw_only,0.9,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
840,Kuzma,Stogi S 9-inch,effective_length_mm,230.0,,mm,230 mm (9 inch),parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1288,Kuzma,Stogi S 9-inch,effective_length_mm,229.0,,mm,229 mm,parsed,0.95,,Kuzma Stogi S brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20Stogi%20S%20tonearm%202011(1).pdf
1360,Kuzma,Stogi S 9-inch,effective_length_mm,229.0,,mm,229 mm,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
1291,Kuzma,Stogi S 9-inch,effective_mass_g,11.0,,g,11 g,parsed,0.95,,Kuzma Stogi S brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20Stogi%20S%20tonearm%202011(1).pdf
1361,Kuzma,Stogi S 9-inch,effective_mass_g,11.0,,g,11 g,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
841,Kuzma,Stogi S 9-inch,mounting_distance_mm,212.0,,mm,212 mm,parsed,0.95,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1289,Kuzma,Stogi S 9-inch,mounting_distance_mm,212.0,,mm,212 mm,parsed,0.95,,Kuzma Stogi S brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20Stogi%20S%20tonearm%202011(1).pdf
1588,Kuzma,Stogi S 9-inch,null_alignment_type,,Baewald,,66.000 / 120.900 mm,derived,0.9,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.000 mm.,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
844,Kuzma,Stogi S 9-inch,null_point_inner_mm,66.0,,mm,66 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
845,Kuzma,Stogi S 9-inch,null_point_outer_mm,120.9,,mm,120.9 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
843,Kuzma,Stogi S 9-inch,null_points,,66 / 120.9,,66 mm / 120.9 mm,parsed,0.9,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1362,Kuzma,Stogi S 9-inch,offset_angle_deg,23.0,,deg,23 degrees,parsed,0.95,,Kuzma tonearms official page,https://www.kuzma.si/tonearms
842,Kuzma,Stogi S 9-inch,overhang_mm,18.0,,mm,Derived from 230 mm effective length and 212 mm mounting distance,derived,0.85,,Kuzma tonearms FAQ,https://www.kuzma.si/kuzma-tonearms.html
1290,Kuzma,Stogi S 9-inch,overhang_mm,17.0,,mm,Derived from 229 mm effective length and 212 mm pivot to spindle distance,derived,0.9,,Kuzma Stogi S brochure,https://www.kuzma.si/media/uploads/files/KUZMA%20Stogi%20S%20tonearm%202011(1).pdf
523,Linn,Akito/Basik/Ittok/Ekos,effective_length_mm,229.0,,mm,229,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1537,Linn,Akito/Basik/Ittok/Ekos,null_alignment_type,,Baewald,,66.000 / 121.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.100 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
527,Linn,Akito/Basik/Ittok/Ekos,null_point_inner_mm,66.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
528,Linn,Akito/Basik/Ittok/Ekos,null_point_outer_mm,121.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
526,Linn,Akito/Basik/Ittok/Ekos,null_points,,66/121,,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
525,Linn,Akito/Basik/Ittok/Ekos,offset_angle_deg,24.0,,deg,24,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
524,Linn,Akito/Basik/Ittok/Ekos,overhang_mm,18.0,,mm,18,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2651,Linn,Akito/Basik/Ittok/Ekos,product_lineage,,"Official Linn documentation lists Basik, Akito, Ekos, and Ittok as distinct Linn tonearm product lines within the company tonearm range.",,LinnDocs tonearm menu,parsed,0.85,Official grouped-family support.,Template:Menu:Tonearms - LinnDocs,https://docs.linn.co.uk/wiki/index.php/Template:Menu:Tonearms
2652,Linn,Akito/Basik/Ittok/Ekos,product_lineage,,"Linn Ittok is documented by an official Linn information sheet, strengthening official support for the grouped Akito/Basik/Ittok/Ekos row.",,Linn Ittok info PDF,parsed,0.8,Official exact-model support inside grouped row.,ITTOKTONEARM.PDF,https://docs.linn.co.uk/wiki/images/3/36/Ittok_info.pdf
2114,Linn,Ekos SE,arm_tube_material,,machined titanium arm tube,,The arm tube is machined from titanium to reduce resonance,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2113,Linn,Ekos SE,arm_type,,turntable tonearm,,Type: Turntable tonearm,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2117,Linn,Ekos SE,bearing_friction_horizontal_mg,20.0,,mg,Horizontal bearing friction <20mg,parsed,0.9,Stored as threshold value from official documentation.,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2116,Linn,Ekos SE,bearing_friction_lateral_mg,20.0,,mg,Lateral bearing friction <20mg,parsed,0.9,Stored as threshold value from official documentation.,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2115,Linn,Ekos SE,bearing_housing_material,,stainless steel bearing housing,,a stainless steel bearing housing ensures precision of movement,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2121,Linn,Ekos SE,cartridge_range_high_g,9.0,,g,Cartridge range 3-9g,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2120,Linn,Ekos SE,cartridge_range_low_g,3.0,,g,Cartridge range 3-9g,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2122,Linn,Ekos SE,effective_length_mm,229.0,,mm,Pivot to stylus 229mm,parsed,0.9,Official LinnDocs labels this pivot-to-stylus dimension.,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2118,Linn,Ekos SE,effective_mass_g,11.5,,g,Effective mass 11.5g,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2124,Linn,Ekos SE,mounting_distance_mm,211.0,,mm,Pivot to stylus 229mm; Stylus overhang 18mm,parsed,0.9,Derived as 229 - 18 from official LinnDocs values.,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2126,Linn,Ekos SE,null_alignment_type,,Unknown,,Unknown,derived,0.4,Defaulted because the current source set does not explicitly specify a null alignment family.,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2125,Linn,Ekos SE,output_cable,,T-Kable low-loss cable,,"Ekos SE also comes with T-Kable, Linn’s low-loss cable",parsed,0.9,,Linn Ekos SE official product page,https://www.linn.co.uk/turntables/components/ekos-se
2123,Linn,Ekos SE,overhang_mm,18.0,,mm,Stylus overhang 18mm,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
2119,Linn,Ekos SE,tracking_force_range_g,,0-3 g,,Tracking weight adjustment 0-3g,parsed,0.9,,LinnDocs EKOS SE,https://docs.linn.co.uk/wiki/index.php/EKOS_SE
529,Logic,datum S,effective_length_mm,228.0,,mm,228,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1538,Logic,datum S,null_alignment_type,,Other,,65.000 / 117.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 4.026 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
533,Logic,datum S,null_point_inner_mm,65.0,,mm,65/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
534,Logic,datum S,null_point_outer_mm,117.0,,mm,65/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
532,Logic,datum S,null_points,,65/117,,65/117,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
531,Logic,datum S,offset_angle_deg,23.5,,deg,23.5,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
530,Logic,datum S,overhang_mm,17.3,,mm,17.3,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2675,Logic,datum S,product_lineage,,"The Manticore Musician manual page identifies the arm as based on the earlier Logic/Syrinx designed Datum, providing manual-mirror family support for Logic Datum S.",,Manticore Musician manual page states based on earlier Logic/Syrinx designed Datum,parsed,0.7,Manual-mirror family-lineage support for historic Logic datum row.,Manticore Musician Tonearm Manual,https://www.vinylengine.com/library/manticore/musician.shtml
175,Lustre,GST-1,effective_length_mm,237.0,,mm,237,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1479,Lustre,GST-1,null_alignment_type,,Other,,60.000 / 114.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 3.435 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
179,Lustre,GST-1,null_point_inner_mm,60.0,,mm,60/114 (67/103),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
180,Lustre,GST-1,null_point_outer_mm,114.0,,mm,60/114 (67/103),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
178,Lustre,GST-1,null_points,,60/114 (67/103),,60/114 (67/103),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
177,Lustre,GST-1,offset_angle_deg,21.6,,deg,21.6? (21),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
176,Lustre,GST-1,overhang_mm,15.0,,mm,15,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2597,Lustre,GST-1,product_lineage,,Lustre GST-1 is documented by mirrored original-manual support as a gimbal-bearing tonearm with removable headshell and full adjustment facilities.,,Acos Lustre GST 1 manual page,parsed,0.75,Manual-mirror support for exact model.,Acos Lustre GST 1 Gimbal Bearing Tonearm Manual,https://www.vinylengine.com/library/acos/lustre-gst-1.shtml
181,Lustre,GST-801,effective_length_mm,240.0,,mm,240,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1480,Lustre,GST-801,null_alignment_type,,Stevenson,,60.000 / 117.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.531 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
185,Lustre,GST-801,null_point_inner_mm,60.0,,mm,60/117 (65/107),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
186,Lustre,GST-801,null_point_outer_mm,117.0,,mm,60/117 (65/107),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
184,Lustre,GST-801,null_points,,60/117 (65/107),,60/117 (65/107),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
183,Lustre,GST-801,offset_angle_deg,21.6,,deg,21.6? (21?),parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
182,Lustre,GST-801,overhang_mm,15.0,,mm,15,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2598,Lustre,GST-801,product_lineage,,Lustre GST-801 is documented by mirrored original-manual support as a high-precision dynamic-balance type tonearm.,,Acos Lustre GST 801 manual page,parsed,0.75,Manual-mirror support for exact model.,Acos Lustre GST 801 High Precision Dynamic-Balance Type Tonearm Manual,https://www.vinylengine.com/library/acos/lustre-gst-801.shtml
2599,Lustre,GST-801,product_lineage,,Official Luxman armboard fitment list includes Luster GST-801 among compatible tonearms for the PD310 platform.,,PD310 armboard list includes GST-801,parsed,0.65,Official third-party historical support for exact model.,LUXMAN PD310の仕様 ラックスマン,https://audio-heritage.jp/LUXMAN/player/pd310.html
535,Magnepan,Unitrac-1,effective_length_mm,241.3,,mm,241.3,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1539,Magnepan,Unitrac-1,null_alignment_type,,Baewald,,66.000 / 121.000 mm,derived,0.85,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 0.100 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
539,Magnepan,Unitrac-1,null_point_inner_mm,66.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
540,Magnepan,Unitrac-1,null_point_outer_mm,121.0,,mm,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
538,Magnepan,Unitrac-1,null_points,,66/121,,66/121,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
537,Magnepan,Unitrac-1,offset_angle_deg,22.8,,deg,22.8,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
536,Magnepan,Unitrac-1,overhang_mm,17.145,,mm,17.145,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2653,Magnepan,Unitrac-1,product_lineage,,Magnepan Unitrac-1 is documented by mirrored original-manual support as the Magnepan carbon-fibre unipivot tonearm.,,Magnepan Unitrac-1 manual page,parsed,0.8,Manual-mirror support for exact model.,Magnepan Unitrac 1 UnDamped Radial Uni-Pivot Tonearm Manual,https://www.vinylengine.com/library/magnepan/unitrac-1.shtml
547,Manticore,Magician 12inch,effective_length_mm,304.8,,mm,304.8,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1541,Manticore,Magician 12inch,null_alignment_type,,Other,,79.000 / 149.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 30.961 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
551,Manticore,Magician 12inch,null_point_inner_mm,79.0,,mm,79/149,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
552,Manticore,Magician 12inch,null_point_outer_mm,149.0,,mm,79/149,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
550,Manticore,Magician 12inch,null_points,,79/149,,79/149,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
549,Manticore,Magician 12inch,offset_angle_deg,21.967,,deg,21.967,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
548,Manticore,Magician 12inch,overhang_mm,20.0,,mm,20,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2665,Manticore,Magician 12inch,product_lineage,,"The Vinyl Engine Manticore library page states that Manticore produced the Musician and Magician tonearm range, providing mirrored library support for the Magician 12-inch row.",,Manticore library page names Musician and Magician range,parsed,0.65,Manual-library family support for historic exact model row.,Manticore Manuals | Vinyl Engine,https://www.vinylengine.com/library/manticore.shtml
541,Manticore,Musician/Magician,effective_length_mm,227.48,,mm,227.48,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1540,Manticore,Musician/Magician,null_alignment_type,,Other,,60.000 / 122.000 mm,derived,0.75,Backfilled from null-point pair proximity to reference alignments; nearest-reference distance 4.592 mm.,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
545,Manticore,Musician/Magician,null_point_inner_mm,60.0,,mm,60/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
546,Manticore,Musician/Magician,null_point_outer_mm,122.0,,mm,60/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
544,Manticore,Musician/Magician,null_points,,60/122,,60/122,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
543,Manticore,Musician/Magician,offset_angle_deg,23.6,,deg,23.6,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
542,Manticore,Musician/Magician,overhang_mm,16.78,,mm,16.78,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
2666,Manticore,Musician/Magician,product_lineage,,"Manticore Musician is documented by mirrored original-manual support, and the related Magician is identified as the polished-aluminium counterpart within the same tonearm family.",,Manticore Musician manual page,parsed,0.75,Manual-mirror support for grouped row.,Manticore Musician Tonearm Manual,https://www.vinylengine.com/library/manticore/musician.shtml
559,Mayware,Formula 4 MK III/IV/V,effective_length_mm,229.0,,mm,229+/-3,parsed,0.6,,BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
1543,Mayware,Formula 4 MK III/IV/V,null_alignment_type,,Other,,62.311 / 120.316 mm,derived,0.65,"Backfilled from derived null points using effective length, mounting distance/overhang, and offset angle; nearest-reference distance 3.512 mm.",BIGLOBE Arm Data,https://www7a.biglobe.ne.jp/~yosh/armdata.htm
